[y^2 = x^12 + x + 1] 11 65521
5851,-183,-1635,-214,-1502,2863
5857,62,2645,-1828,806,-483
5861,-9,669,-1542,1684,-550
5867,-259,-1954,-466,2142,576
5869,49,2564,1384,689,921
5879,192,-1943,-1324,702,2519
5881,-163,990,-1781,-2597,-1694
5897,28,2480,441,1595,341
5903,-24,-2286,-2212,89,-792
5923,-16,2259,-1865,1373,-2087
5927,-39,1300,-1787,-1510,2390
5939,-7,-1591,2776,-1716,1088
5953,-68,-2840,-2565,1387,2339
5981,126,817,-1426,-642,2423
5987,82,2791,2162,-1127,-1733
6007,170,-851,792,2625,-2907
6011,-47,-1876,-1276,-2910,495
6029,29,2038,565,1526,282
6037,183,-662,1622,712,-2965
6043,-51,1354,1765,817,-296
6047,53,1245,851,1845,-293
6053,91,-272,460,2043,321
6067,49,-772,808,-1155,-1464
6073,-129,2029,791,2580,2679
6079,-202,-286,-121,793,-614
6089,-65,-2205,-2738,2555,1437
6091,37,2774,-1331,2565,-2260
6101,-90,-2259,-2167,-29,-761
6113,-52,2383,2566,810,-216
6121,107,1567,-2651,-2877,1559
6131,70,202,2116,-366,-1055
6133,42,907,884,-171,774
6143,-57,948,2544,290,-2605
6151,74,-1463,186,-21,-780
6163,-76,-2918,-505,3013,-2945
6173,-88,-797,1670,-983,-1391
6197,-76,-1633,-1948,-280,567
6199,54,1992,305,-1042,-345
6203,-43,-1498,-363,414,-2387
6211,9,-2779,-1989,-240,722
6217,98,-1347,86,-727,1262
6221,-104,1196,-1646,-1913,2417
6229,-70,-1584,1817,-360,-2998
6247,-67,-579,-1936,-2067,2931
6257,113,-1308,1911,-3124,-2963
6263,-38,-964,1685,-2186,-1530
6269,-68,-1949,-2612,2842,2172
6271,27,389,2432,-1674,2790
6277,36,-2622,2012,2577,862
6287,8,2210,-2060,89,-2656
6299,-96,-2620,-2973,-193,2115
6301,120,-238,-3086,2391,-202
6311,-1,2087,475,1852,-885
6317,-23,-1948,-1843,-69,3069
6323,-51,119,-317,-346,-1482
6329,15,-3063,896,2883,-758
6337,34,2194,437,963,1216
6343,-169,-2855,1675,1521,-1484
6353,-149,1182,-1646,2582,-2911
6359,-29,1690,958,-1552,502
6361,80,496,-3148,-490,-3054
6367,-86,2034,-2121,-3117,-1831
6373,17,256,2066,-2140,1869
6379,49,799,94,3037,-1627
6389,25,2319,2824,2780,2374
6397,2,-2161,-50,1673,1161
6421,22,-121,1795,3210,-1035
6427,-68,118,501,2476,-1721
6449,17,1914,-2081,3040,1779
6451,92,1305,-299,-467,-1142
6469,-78,-2940,2046,2000,2403
6473,-43,25,1478,2267,2259
6481,22,-1149,2330,901,-1060
6491,33,1520,-1633,-241,-855
6521,54,-1880,2449,-1538,-1161
6529,79,539,-2389,1000,1733
6547,-3,2957,-3100,3015,1489
6551,157,1843,-1704,-1676,-2025
6553,30,-2286,824,1337,734
6563,-78,519,731,-543,-878
6569,86,-558,-420,747,880
6571,36,2796,-3262,-1633,1373
6577,-32,2946,875,-796,-355
6581,192,1693,818,994,2159
6599,-137,1414,-1880,-691,-1890
6607,-179,2046,2926,1965,-345
6619,-153,2337,810,-115,-183
6637,57,-1452,218,-477,1227
6653,-1,447,342,866,2529
6659,-95,-1172,1109,2704,-107
6661,-105,-705,2906,-2485,-2633
6673,-28,1574,272,3266,-2137
6679,-40,-56,-1110,-2859,-1629
6689,-38,-862,-1293,-3323,2065
6691,67,-2575,752,-73,1603
6701,-16,3100,1270,477,-1908
6703,92,480,-2994,2942,3031
6709,-19,-2207,-374,3032,-2980
6719,-37,1109,232,2584,-1982
6733,96,-1399,2647,2216,1300
6737,11,1101,-2192,2119,1305
6761,-55,368,-620,496,2502
6763,93,-3288,1419,-356,1510
6779,20,1090,-2766,-1654,-836
6781,-123,452,2851,291,1426
6791,33,-1898,-1442,-2907,-1194
6793,-40,-2486,1557,-1250,-1771
6803,62,-366,1878,-2111,-385
6823,28,2339,623,-1541,-1856
6827,-104,2080,1878,-3247,2096
6829,167,811,-3141,1955,1575
6833,-14,3176,895,-2126,-1406
6841,77,2210,3288,-1128,1636
6857,-54,929,2677,345,2391
6863,43,76,-3110,2301,-3064
6869,50,3287,488,-1918,-1869
6871,64,-2584,2325,201,1248
6883,-91,1851,-726,-2904,-1357
6899,24,2596,1404,1909,-188
6907,108,-1919,-1544,-2728,598
6911,-19,-3433,530,-3100,1142
6917,72,-2963,-1975,3407,3155
6947,-100,3191,2939,553,-724
6949,-101,-1495,713,805,932
6959,-40,-2781,-1012,2820,-365
6961,33,-1191,784,-928,3253
6967,-56,-2977,-1753,-2724,1287
6971,12,-3163,3472,-1867,-1957
6977,12,-1046,-2406,2025,666
6983,-136,780,-2945,725,-2324
6991,-180,3168,1657,789,-97
6997,-187,-767,-782,-683,187
7001,147,722,-2681,1543,-3350
7013,54,880,1518,-723,-135
7019,84,-52,873,943,747
7027,-170,1950,-3170,1455,383
7039,96,3227,-388,811,2009
7043,153,129,-593,-1538,1983
7057,47,208,-2472,2484,-2688
7069,102,-794,2939,-2264,-2221
